Month,Income (₹),Savings (₹),Rent (₹),Groceries (₹),Transportation (₹),Utilities (₹),Dining Out (₹),Entertainment (₹),Medical (₹),Total Expenditure (₹)
2022-02,269700,53400,104100,23900,13100,9600,22500,5900,3100,188200
2022-02,56200,3700,15400,4800,1600,1900,1800,300,0,25300
2022-02,238700,27300,33700,27700,14000,7000,12000,8400,7300,113000
2022-02,98000,21100,14700,10300,3700,4000,2800,1100,2300,39800
2022-02,130600,17700,37700,10700,7100,4200,4800,2500,2700,71100
2022-02,65300,10300,18300,6900,3700,1500,3200,2200,1700,38200
2022-02,89300,12900,23100,4500,5900,2500,7600,2700,4400,50600
2022-02,188400,31200,83700,19600,9700,5500,18500,5000,6700,149700
2022-02,94700,13600,17000,7900,7300,3300,4300,2900,1800,45200
2022-02,21900,3600,5200,1500,1400,200,200,300,1000,9900
2022-02,41900,7300,14000,3900,1100,1300,3000,500,2000,26700
2022-02,120300,29000,47000,5300,5900,4600,9100,2700,4000,79200
2022-02,68900,13100,15800,8100,700,2300,5400,3600,1600,39200
2022-02,124000,21700,35000,13000,2500,3200,9800,4900,4700,75000
2022-02,24600,4100,9200,2100,500,700,500,800,1000,15300
2022-02,35500,5300,10100,3400,400,1000,1800,1300,2100,20300
2022-02,23300,5800,5100,2500,1000,100,1400,600,600,11300
2022-02,84200,21000,21500,7200,4600,2700,6200,3300,400,47200
2022-02,47600,4200,16100,5800,2100,1500,4000,700,1300,32500
2022-02,54800,10200,10600,6000,4700,1300,3800,1500,1500,29500
2022-02,52900,8900,12000,2100,1800,900,4500,2000,1000,24700
2022-02,667500,44100,205200,46600,43800,10900,24400,14200,30000,382700
2022-02,98400,17500,25900,6800,6700,2600,6500,3800,1000,54900
2022-02,65000,8900,15000,4100,2600,2700,5800,2900,1300,34500
2022-02,190500,37500,53600,23300,8800,7500,11800,8100,3500,117800
2022-02,88300,18200,27600,6600,5600,1200,8100,3800,1000,54800
2022-02,90200,14900,18900,4500,4700,1100,4800,1600,3700,39700
2022-02,250900,63700,73300,22400,12900,5500,3600,6000,1800,132000
2022-02,630300,68700,132300,52500,31900,24400,2900,10900,16200,273100
2022-02,38500,10600,2900,4300,3000,400,3100,300,1000,15600
2022-02,604500,223100,165100,54500,32900,22200,36600,30600,31800,378700
2022-02,61100,9600,12600,9900,4500,2700,2000,1200,800,33100
2022-02,42500,11800,10500,3800,2200,1600,1300,500,800,21100
2022-02,44300,4700,10300,3700,1100,1600,3100,2100,1600,23900
2022-02,613800,92700,208700,27900,11800,23700,19400,27100,12500,336300
2022-02,102000,20600,36300,8300,7100,2600,5700,2800,2600,67900
2022-02,55900,14400,7700,6600,2900,2400,5600,2200,2600,30400
2022-02,72500,12500,24300,5100,4700,900,5000,700,300,42300
2022-02,32200,7800,7200,2600,1400,700,3100,1100,1000,17500
2022-02,36800,6600,9000,4700,2800,1300,1300,800,1400,21600
2022-02,18900,5600,6800,2300,800,800,1000,600,300,13000
2022-02,26200,5500,7000,2800,1800,600,1500,800,900,15400
2022-02,22300,2800,4900,2800,1400,900,1700,800,600,13600
2022-02,26900,1200,6100,2300,1300,600,1600,900,1200,14000
2022-02,50400,11400,12100,4700,3200,1500,2600,800,2900,28500
2022-02,41600,5700,14100,3800,1300,1200,4300,1900,2200,28300
2022-02,101800,26700,20800,8400,3900,5400,800,3600,4800,48200
2022-02,158900,37700,35400,8100,6200,3400,0,4700,4700,63100
2022-02,63100,12100,12800,5400,3200,2200,2700,3100,1500,30500
2022-02,200700,28300,34400,32700,7900,5300,13000,2500,6000,104100
2022-02,21700,3000,5700,1900,900,1000,900,1000,400,12000
2022-02,44500,8700,13900,3700,1500,1100,3700,900,1900,26800
2022-02,37600,8200,11300,3400,2500,1200,3300,2100,1700,25500
2022-02,25400,5700,8500,3100,1700,700,800,1500,1100,17500
2022-02,23400,3500,4900,1300,1400,800,1900,700,700,11800
2022-02,39600,4800,9700,2800,1500,900,500,1700,0,17700
2022-02,26900,4500,10600,2200,1300,1300,1000,1200,800,18700
2022-02,37200,5400,7200,2300,1800,800,3000,1400,1000,17700
2022-02,66500,14000,15500,5000,4600,1100,3800,3200,800,35200
2022-02,37800,6200,5800,2800,1900,1300,2300,1200,400,16000
2022-02,78100,20800,22000,6800,4100,1300,6100,3700,2100,47500
2022-02,99800,13200,28200,7100,4100,3000,8700,1400,2200,56500
2022-02,178300,10800,37900,22500,8900,4800,5200,7900,3900,93000
2022-02,30400,6100,11000,3300,300,900,2000,500,600,19000
2022-02,140100,36800,33300,9400,11300,2000,400,3200,2000,62000
2022-02,86400,13200,35700,6200,5500,1700,8600,3400,2900,65600
2022-02,33900,4100,10100,2200,1200,1300,2600,800,1400,20300
2022-02,210000,40000,79000,14700,9500,4700,8100,5800,8400,130300
2022-02,632700,179700,172100,55300,28300,18900,35600,24800,17800,350600
2022-02,19600,2500,3000,1000,1200,700,1900,900,0,8900
2022-02,26800,3700,6400,3600,1800,600,1100,1100,100,14900
2022-02,124300,22200,48100,12700,4100,3700,3500,2400,4000,78400
2022-02,172700,33700,35000,13600,6900,6700,12000,4600,5800,86000
2022-02,43600,10000,12700,4500,1900,1200,2200,1000,2000,26000
2022-02,34400,3900,8400,3600,1500,600,1700,1400,2200,19800
2022-02,53700,10400,19200,7800,2900,1800,2800,1000,1800,37700
2022-02,73500,15400,19000,9500,3900,2500,5900,1500,300,42700
2022-02,94400,22400,25300,10100,6500,3400,3900,3600,4200,57500
2022-02,94000,15400,27400,12400,2600,3200,7900,3600,5600,65400
2022-02,67000,20000,13400,5700,1100,1700,3200,800,2900,29300
2022-02,228300,34900,63500,15100,6000,6900,22700,5600,9700,131100
2022-02,43300,10300,11900,3400,3500,2200,3000,2100,600,27200
2022-02,36400,8500,6900,3900,1800,1200,1500,300,400,16200
2022-02,156800,30200,13600,18600,11100,7000,15300,5100,0,73000
2022-02,216900,57900,54100,20500,7400,4900,22100,7200,5100,123100
2022-02,61700,9400,19900,2800,4400,1600,3800,4800,1900,40000
2022-02,70400,8300,16500,7500,4200,2100,2400,2300,1800,37500
2022-02,16100,2600,6600,1200,700,600,600,800,700,11700
2022-02,54900,16500,14900,5500,2700,1500,2200,1100,1900,30000
2022-02,61700,12900,19100,5400,2800,1500,4800,2600,1200,38100
2022-02,19500,4500,4500,2300,1000,800,1200,800,400,11200
2022-02,16500,1500,5500,2100,300,700,1300,1000,500,12000
2022-02,54000,7300,13400,4400,2800,2500,4900,500,2400,31700
2022-02,36400,4400,5300,2900,1500,800,1700,1800,700,14900
2022-02,49700,6800,8800,2900,1100,2000,4000,1900,1300,22600
2022-02,42400,1800,11100,4000,700,500,2500,1200,1000,21300
2022-02,88300,13500,20000,6900,3700,2900,7200,2100,1900,45900
2022-02,34500,9400,6700,3000,2800,1400,2300,800,800,18200
2022-02,243600,37100,58600,23500,17800,3100,9700,7700,4100,130000
2022-02,65900,12500,10900,5300,3100,3200,2300,1600,800,28500
2022-02,226900,27200,54900,11800,8200,10300,11200,7100,5700,108600
2022-02,239300,68700,79400,26000,8600,6300,17600,8900,7600,158400
2022-02,74200,8500,28400,3800,2300,1600,5300,1900,2800,46300
2022-02,17300,5100,5100,800,1500,400,500,0,500,9000
2022-02,72300,16000,16600,9500,3500,2400,2200,3100,3200,41200
2022-02,85400,9700,18600,3400,5100,2900,5300,3900,2700,43400
2022-02,279500,40000,75200,27800,11200,8100,13500,8100,800,149300
2022-02,45900,14200,11800,6000,1800,900,800,1000,200,22800
2022-02,31400,6600,4300,1800,1900,1000,1000,500,1100,11800
2022-02,44800,7400,12500,4900,3500,1500,2800,0,1000,27600
2022-02,83100,14700,22800,10200,4200,2500,9500,4200,4400,58100
2022-02,72800,12300,30000,3300,4800,1700,5300,600,2400,50000
2022-02,83700,12100,18700,7200,4000,1300,6600,2300,1800,42100
2022-02,95700,24900,31200,3300,6900,2900,7700,3900,3500,59600
2022-02,382700,83600,144800,28100,21600,9800,29300,17400,3700,255900
2022-02,44900,9100,10500,5000,2400,1200,2400,1500,2300,25900
2022-02,29800,6600,8300,3200,1600,900,2500,500,100,17900
2022-02,35500,7300,7800,3700,1500,400,2400,1500,1300,19000
2022-02,26000,7700,8700,1700,800,900,1700,900,1000,16200
2022-02,18100,1800,5600,1900,1000,400,1200,1000,600,12000
2022-02,16900,3400,4000,1700,900,600,400,400,600,8700
2022-02,43400,7000,13900,3400,2100,1100,4600,1100,1100,27400
2022-02,40200,10800,9200,1600,800,1500,2000,0,2500,17800
2022-02,43100,9400,11800,1000,2800,700,3600,2400,1900,24500
2022-02,203400,51500,34500,15800,12700,10500,14700,8700,2700,102000
2022-02,20900,1900,6300,1800,800,200,800,400,500,11000
2022-02,94900,13500,23700,7800,2300,2300,2800,1800,900,41600
2022-02,62600,10200,18600,6500,4000,1000,3800,1300,2900,39200
2022-02,518100,149700,100700,32700,22100,21900,41900,15600,24300,264600
2022-02,24500,3500,6000,1700,1000,1000,1200,1000,500,12500
2022-02,55400,7800,14000,4400,3700,1100,2800,1500,2800,31300
2022-02,399800,94000,133600,43900,29100,11800,16200,8000,15200,273200
2022-02,245700,45400,86300,15700,12200,6100,9000,7200,8400,147800
2022-02,186700,22200,50900,19100,12000,6800,12300,3300,1000,105700
2022-02,35800,6000,14300,5500,3500,1300,3100,300,1000,29800
2022-02,39200,7300,7800,5000,2600,1600,0,2500,700,20700
2022-02,232200,16400,53200,24600,13900,12000,18800,2500,7200,133200
2022-02,351900,108200,54100,28100,24200,15800,34100,6800,16500,182300
2022-02,65700,11200,14600,1300,2300,2600,4600,0,3100,28300
2022-02,74400,8100,16800,7300,2300,2200,3300,3100,1500,37700
2022-02,30900,1600,4800,3400,1400,1000,0,400,0,11300
2022-02,102600,19300,24200,6100,5200,2600,6800,5900,2900,53500
2022-02,21600,3900,4600,2000,600,500,1700,700,400,10800
2022-02,74900,7500,15400,7100,5200,1700,3100,2000,4300,38700
2022-02,99500,14400,28500,7600,4400,3500,5200,3000,4800,59500
2022-02,72300,20000,19900,11500,3300,2200,7100,3400,1800,50400
2022-02,38500,6300,10600,2300,2100,700,2200,1500,1000,20700
2022-02,28800,4200,7700,3100,1700,1100,1600,1000,500,16900
2022-02,84700,20900,18400,9600,6800,3100,8700,1800,2100,51000
2022-02,34900,10400,11700,3000,1600,1100,2000,1200,1600,22600
2022-02,45300,7800,9100,5200,2300,1600,2000,1400,600,22600
2022-02,22200,6500,6500,2200,1200,600,1400,800,800,13500
2022-02,98200,26400,14200,13500,8200,2600,6800,4200,1700,52600
2022-02,47200,7400,5400,5900,3100,1400,2900,1500,700,21300
2022-02,34400,6600,6100,2500,2000,1000,1800,1500,2000,17500
2022-02,59400,13900,14200,6200,2900,1900,4800,800,1900,33200
2022-02,26700,4600,12200,1800,1100,800,1400,300,1300,19000
2022-02,30400,6200,10000,1900,1500,700,2100,1300,400,18700
2022-02,518900,42300,164800,59600,37700,19500,9400,11900,8500,316200
2022-02,62400,16800,14400,3400,3300,3000,2700,2100,1500,31000
2022-02,156300,29900,27300,8400,4700,4200,8300,5100,9300,68500
2022-02,30500,5700,8400,1200,1800,1000,1800,400,200,15000
2022-02,224100,50600,80400,14700,5400,4900,16300,8400,4500,140200
2022-02,164000,32200,34900,11300,5100,6000,8700,3700,9200,80600
2022-02,45600,7800,15600,5100,2300,900,3400,1000,900,29700
2022-02,81400,11700,18400,7800,3300,3300,4900,2900,3300,45500
2022-02,54200,13700,15500,6000,500,1800,3400,2200,900,31200
2022-02,95800,9000,36300,4800,1000,3200,3000,3800,2400,54300
2022-02,588100,131800,96400,88600,26000,21200,49000,34800,18800,345300
2022-02,222700,30100,69200,26800,5600,8900,10200,6800,7500,139200
2022-02,606000,112200,160500,77900,24000,17800,58800,10200,19600,384400
2022-02,35300,4500,8200,1600,1300,500,3300,500,1100,17000
2022-02,233900,31500,52300,20700,8100,7000,8700,6000,0,103900
2022-02,651000,104700,202900,81000,7600,21600,34800,18200,21900,386600
2022-02,20900,2900,4300,1900,900,700,1600,600,200,10400
2022-02,24200,5400,6700,2300,1300,300,300,400,800,12500
2022-02,268700,71400,67200,33700,2700,7400,11200,6300,10000,141500
2022-02,79600,13400,20700,5500,4500,2200,5300,800,2800,43600
2022-02,134300,35300,43900,17300,4500,2600,7800,900,4800,82400
2022-02,41500,5700,11700,3600,2800,1100,300,1100,1900,23100
2022-02,142600,24800,25400,12500,7400,2700,12900,6600,5000,71700
2022-02,28600,5300,7100,2000,1900,1200,200,1200,500,13900
2022-02,29700,3700,8400,4400,1400,1000,1200,1000,200,18100
2022-02,30000,5700,8600,2900,800,1400,2100,400,1300,18400
2022-02,129400,25600,28500,7400,4900,2800,7700,5800,5500,61500
2022-02,118500,25100,37600,9500,7300,5200,8000,3500,3700,76800
2022-02,95000,18200,26100,14000,2800,1500,5900,6300,2600,60000
2022-02,91000,14700,20200,13400,3900,2900,2500,2400,2900,48500
2022-02,192500,29400,41200,16000,2400,8600,7300,5000,900,83700
2022-02,98600,8000,21200,9000,8300,4600,7800,1000,2600,56500
2022-02,240200,20000,63400,8700,10600,5100,11600,0,6100,107900
2022-02,66500,13100,16900,9500,3900,900,5200,700,1600,39700
2022-02,76100,17200,19100,8100,4700,2200,5400,0,2200,41100
2022-02,66300,14600,16300,2600,3200,1800,6400,2000,2300,35600
2022-02,73200,14500,15300,5300,4100,1900,4100,900,3200,36300
2022-02,269900,64700,62700,5400,8200,8000,14900,8800,3100,114600
2022-02,58000,10100,9600,3200,3100,2000,0,2500,2500,23800
2022-02,32900,8000,9200,3100,1300,1400,600,1100,1000,18300
2022-02,250500,31600,65000,19600,6600,6100,18200,3000,7900,127500
2022-02,90300,18500,14900,9500,3000,2500,3500,300,3900,38200
2022-02,44600,8500,16700,4800,1200,1600,2700,1100,1500,30500
2022-02,464500,11000,93400,52900,20300,12800,46600,11500,18700,264800
2022-02,81300,16800,16600,12700,6400,2600,5400,3100,2200,50100
2022-02,29300,3100,7000,2900,1900,1100,1500,1000,400,15900
2022-02,419700,73700,107700,49600,22200,12000,32600,16600,0,248500
2022-02,85900,14900,20300,5300,4300,2000,7700,2700,1900,44700
2022-02,83000,9900,27800,7400,6400,3000,9100,2200,500,58500
2022-02,18300,1900,4000,1900,1200,500,1600,0,1000,10400
2022-02,204500,24700,70200,15400,13500,5300,12500,2300,9700,132600
2022-02,47600,8100,6400,3500,2000,1600,4000,1700,2000,21700
2022-02,83700,17600,25000,9400,3800,2300,6200,1100,1700,49400
2022-02,215400,41500,70500,25100,11900,7800,19700,8600,2300,148000
2022-02,147400,28600,40900,7400,8300,2500,9000,5300,2300,75600
2022-02,20300,2200,6500,2000,1500,500,1200,500,1000,13700
2022-02,72900,16400,13600,7000,1500,2000,4800,1800,3900,34400
2022-02,43500,11700,12300,4300,2300,1200,800,1300,2100,24500
2022-02,173200,33100,35300,19500,10900,3600,16300,3500,800,89700
2022-02,39400,9600,6700,3200,1900,1300,200,900,400,14900
2022-02,92300,11500,22100,6800,3000,4000,3100,3700,3500,46000
2022-02,256100,18200,65700,23400,12100,8100,9600,8900,8400,139000
2022-02,272500,48000,92500,13300,7200,12400,29000,10400,6800,179000
2022-02,65200,8700,20500,7900,2700,1000,4300,1100,2800,40600
2022-02,168400,47800,45700,13800,10600,4900,9400,6200,2600,95700
2022-02,31000,7600,10200,4200,2200,1500,1300,1100,300,21400
2022-02,233100,43600,60800,31900,3100,4100,15500,6500,5000,133900
2022-02,20100,3100,5100,600,600,800,1800,1000,1000,11100
2022-02,87900,25000,17400,7900,6400,3600,8800,3300,1300,49900
2022-02,234100,16500,43100,24600,10200,7200,9100,9700,9000,117300
2022-02,38100,5500,7400,3200,400,1800,800,1000,2300,16700
2022-02,30300,2500,7300,2400,1800,500,1300,1500,900,16300
2022-02,134500,23800,40100,20400,5000,5300,12600,5800,3300,92200
2022-02,193500,38800,37900,21300,6500,5900,14000,7200,4200,99300
2022-02,54200,12500,22600,5400,3500,1700,2900,2200,0,38500
2022-02,239100,37800,66500,25700,10300,5500,12200,9500,4400,137500
2022-02,57200,11500,12800,7400,3700,2000,4100,1300,1900,33800
2022-02,31600,7400,9000,2200,300,800,2100,1700,1100,17100
2022-02,65700,13400,5200,8000,3100,2700,5100,2000,4300,30700
2022-02,26500,5500,4700,2800,600,1000,800,1300,1100,12600
2022-02,537200,121100,177700,44700,14500,15500,22800,24500,10600,308700
2022-02,89200,13800,17900,9200,4500,2400,2200,3700,1800,42900
2022-02,58900,10100,15200,7500,3000,1400,4900,100,0,32100
2022-02,71100,14900,17700,6800,2200,2200,3300,4000,2800,40100
2022-02,505800,81800,126300,53700,25100,12800,32300,8800,24300,290100
2022-02,42000,8400,8400,6000,1000,1000,3300,1400,1300,23200
2022-02,49700,100,16300,3300,3100,1500,1500,600,400,28000
2022-02,94300,21800,24400,7200,5700,4000,7100,200,3200,51700
2022-02,66000,9200,19400,6400,3100,1700,3500,2600,2800,40100
2022-02,20000,2200,5600,1900,1400,800,1900,1100,600,13500
2022-02,162600,26400,45100,22200,11000,5400,8500,1600,6300,101200
2022-02,484000,126900,109600,62900,27600,20400,37100,15100,10000,284500
2022-02,51800,11800,17400,2400,3300,1200,2700,2300,1600,31800
2022-02,115700,25600,33700,12200,6300,4200,3900,3600,1500,65400
2022-02,374900,72500,125400,25300,18900,16900,13600,7300,12600,221600
2022-02,106500,18500,25700,16400,6500,3300,4700,3300,1300,62400
2022-02,30900,0,8600,3400,1600,1200,1200,600,900,17700
2022-02,65000,15200,19000,6700,1300,800,4400,2200,1500,36300
2022-02,46100,7300,9400,4300,2400,2500,6300,1200,1200,28200
2022-02,64200,9500,17900,5700,4000,2400,1900,2900,2500,37600
2022-02,239700,48500,55000,4800,12500,5900,4900,11900,13300,111300
2022-02,313200,47400,65900,33800,14400,6500,12400,9000,9000,155500
2022-02,658900,104900,144000,66600,62900,17100,48200,28500,10100,383200
2022-02,44600,8700,11500,4200,2300,1200,1600,2200,1500,25300
2022-02,33400,5600,7500,2900,2400,400,3100,1000,1200,18900
2022-02,522700,146400,150200,39900,18000,4800,46300,4100,12800,280500
2022-02,197600,39700,43200,22100,17900,5100,14600,3200,7800,115600
2022-02,16500,2200,3600,1500,200,600,0,400,500,6900
2022-02,463200,78500,84700,28900,34800,8200,33100,11100,18300,222400
2022-02,244700,34200,85600,33700,11500,6800,17400,6800,14400,179300
2022-02,64400,9900,26600,2700,3400,2000,2400,2800,1000,41700
2022-02,54400,5100,11800,5500,2500,1100,4100,3000,1500,30300
2022-02,76000,15500,20900,7900,2900,2600,4100,100,200,39900
2022-02,21800,3800,4100,2300,1500,600,900,300,600,10300
2022-02,89500,16200,26100,11300,4600,1800,8000,3400,3600,62400
2022-02,251900,46000,50300,13500,7600,9700,9100,11600,10700,113700
2022-02,17700,2500,5800,1200,200,1000,900,500,500,10300
2022-02,72100,18600,15400,3100,2000,1100,6000,2500,900,31900
2022-02,88800,18400,20100,8800,2800,2700,3900,1600,1700,42500
2022-02,83200,8400,16900,7900,6400,2300,4900,700,1000,41100
2022-02,433900,108300,159500,46300,23900,18600,4300,11200,17400,283900
2022-02,84900,14800,10800,11700,6500,2500,1000,2500,1900,37000
2022-02,101600,3700,13000,6600,3900,2600,10400,800,3500,41600
2022-02,233900,45100,82400,25000,13900,12700,18200,8900,3000,163700
2022-02,93800,13400,29100,4000,2100,2300,4100,5000,100,47400
2022-02,43000,7900,7700,3000,3100,1600,1600,2000,1100,20600
2022-02,61800,7600,11100,6600,4700,2700,900,1800,1100,29600
2022-02,41200,6000,10000,4500,2300,800,2100,2500,2200,24800
2022-03,91300,19700,23600,7500,4200,2100,9700,2000,2100,53200
2022-03,631000,110400,79500,49100,43400,17300,32900,4500,0,234300
2022-03,125400,12900,30400,7700,5800,2100,2800,2200,5700,59600
2022-03,68600,5700,19000,6100,3000,1600,3900,1800,2600,38900
2022-03,31300,1500,7100,1900,900,1500,2200,1300,1700,17100
2022-03,42400,9100,12300,2300,3800,1500,400,1300,600,22600
2022-03,21900,2900,5600,1100,1700,800,2500,600,400,13400
2022-03,203900,33500,72600,24600,6300,5600,8700,5400,3500,130400
2022-03,49500,4800,6600,6000,3600,1200,5000,1000,2000,25900
2022-03,123500,25100,49300,13200,1200,1600,7000,5200,0,80500
2022-03,28700,5900,7000,3600,2200,1300,400,1100,1600,17800
2022-03,433200,78300,137000,37900,21400,16400,47400,23700,17400,309100
2022-03,216200,42600,62000,15300,2200,4800,8700,10600,6500,111200
2022-03,36600,4900,5800,4100,2000,1100,2200,1200,1000,18200
2022-03,22700,4700,6500,2200,1300,700,1500,700,1000,14100
2022-03,32500,7700,6300,1500,1500,600,1300,1100,1100,13600
2022-03,68800,23000,17700,10900,4600,2900,5000,1500,1900,46500
2022-03,99300,12500,17900,13200,6600,1500,500,2400,2500,45800
2022-03,87700,18200,28600,4400,4100,4400,5100,1200,3300,53400
2022-03,40100,4100,9700,3500,1300,1500,3000,2100,1000,23700
2022-03,71800,19400,15900,4900,4600,3100,1800,1800,3100,36200
2022-03,39500,6100,6700,6000,2200,1100,1100,1800,800,20700
2022-03,27300,4100,6600,3000,1600,900,1000,600,300,14600
2022-03,67500,10400,25300,7300,2100,700,2900,2800,2200,44800
2022-03,55200,11000,11400,3300,2500,1600,4800,1700,1300,27800
2022-03,100100,17000,30200,11100,7100,3400,2900,3500,2800,65100
2022-03,26900,6400,9600,3400,1300,500,400,800,400,17200
2022-03,74700,14500,18200,5600,5000,2300,3100,1800,3200,40800
2022-03,47400,8100,9600,3700,2800,1300,2600,3100,400,24600
2022-03,44500,7800,12800,4200,3500,1400,2200,1500,200,26500
2022-03,82000,3700,29700,8000,5800,1700,5800,3600,1400,58700
2022-03,18800,4100,2700,2000,700,700,800,600,600,8500
2022-03,19300,4100,5200,2000,1200,800,1400,800,1100,13100
